"ddipl","Hybrid Entrepreneurs","Non-Entrepreneurs","Poly-Entrepreneurs"
1,25.5124364012291,24.2492378386687,40.8501086548382
3,26.4246158179883,16.236282266802,16.0337008883765
4,12.374700094722,20.2194510859567,19.804404480075
5,31.4560394987747,23.5272460432418,11.9326918008996
7,4.23220818728584,10.9584625126281,5.02279152491722
6,0,4.80932025270277,6.35630265089352
