"cser","Hybrid Entrepreneurs","Non-Entrepreneurs","Poly-Entrepreneurs"
1,22.5476348957492,1.67363160517916,4.2730267912156
2,21.8056100580947,6.45755944857478,34.3600040282383
3,31.1811495159732,18.2975736313933,23.5434779364315
4,23.7408040342458,25.6429062629476,33.6089510550938
5,0.72480149593703,27.3558606499487,3.27105786562014
0,0,0.335635523534934,0.152621529165625
6,0,20.2368328784215,0.790860794234956
